105,643,2025-12-01 00:00:00.0000000,9,paid,348.05,14.16,79.00
106,23,2025-09-12 00:00:00.0000000,4,paid,238.25,.00,49.00
107,1178,2025-08-27 00:00:00.0000000,2,paid,421.74,15.41,129.00
108,619,2025-09-01 00:00:00.0000000,4,paid,193.91,.00,49.00
109,1170,2025-10-17 00:00:00.0000000,12,paid,225.66,.00,.00
110,252,2025-11-29 00:00:00.0000000,10,paid,166.20,.00,49.00
111,302,2025-12-24 00:00:00.0000000,11,paid,438.37,.00,129.00
112,1094,2026-01-03 00:00:00.0000000,3,paid,183.19,9.64,.00
113,1117,2026-01-04 00:00:00.0000000,2,paid,244.25,18.36,79.00
114,163,2025-08-16 00:00:00.0000000,2,cancelled,668.15,.00,99.00
115,1105,2025-11-07 00:00:00.0000000,8,paid,262.32,.00,49.00
116,1087,2025-09-16 00:00:00.0000000,5,paid,275.98,.00,129.00
117,612,2025-08-31 00:00:00.0000000,12,paid,130.54,.00,.00
118,1072,2025-08-04 00:00:00.0000000,6,paid,203.18,21.91,79.00
119,445,2026-01-12 00:00:00.0000000,8,paid,60.60,.00,.00
120,74,2025-08-17 00:00:00.0000000,7,paid,267.39,.00,79.00
121,826,2025-09-08 00:00:00.0000000,7,paid,509.79,.00,79.00
122,542,2025-09-17 00:00:00.0000000,12,paid,489.70,.00,49.00
123,157,2026-01-21 00:00:00.0000000,7,paid,264.23,.00,129.00
124,256,2026-01-23 00:00:00.0000000,12,paid,130.10,.00,49.00
125,1063,2025-09-08 00:00:00.0000000,11,paid,121.15,.00,79.00
126,1079,2025-12-10 00:00:00.0000000,11,paid,235.92,.00,.00
127,1052,2025-08-30 00:00:00.0000000,7,paid,324.57,12.92,79.00
128,937,2026-01-05 00:00:00.0000000,8,paid,570.49,86.73,79.00
129,118,2025-08-22 00:00:00.0000000,1,paid,974.11,.00,.00
130,370,2025-10-05 00:00:00.0000000,3,paid,174.69,.00,.00
131,209,2025-11-16 00:00:00.0000000,1,paid,665.85,.00,79.00
132,587,2025-08-12 00:00:00.0000000,8,paid,403.96,33.89,99.00
133,849,2025-09-05 00:00:00.0000000,2,paid,128.23,4.17,49.00
134,316,2025-08-18 00:00:00.0000000,7,paid,128.43,.00,49.00
135,444,2025-10-29 00:00:00.0000000,6,paid,193.32,.00,49.00
136,628,2026-01-28 00:00:00.0000000,11,paid,226.18,11.90,.00
137,445,2025-08-01 00:00:00.0000000,1,paid,368.64,.00,49.00
138,570,2025-12-05 00:00:00.0000000,12,paid,186.81,.00,.00
139,582,2025-10-29 00:00:00.0000000,6,paid,85.82,.00,.00
140,605,2025-10-26 00:00:00.0000000,9,paid,352.69,.00,79.00
141,741,2025-10-29 00:00:00.0000000,3,paid,345.80,29.64,79.00
142,908,2025-12-12 00:00:00.0000000,12,paid,415.52,.00,49.00
143,649,2025-10-09 00:00:00.0000000,7,cancelled,669.70,.00,79.00
144,305,2025-09-13 00:00:00.0000000,4,cancelled,210.93,.00,.00
145,339,2025-12-30 00:00:00.0000000,1,paid,111.22,3.28,49.00
146,529,2025-10-25 00:00:00.0000000,7,paid,627.42,33.02,.00
147,54,2025-08-19 00:00:00.0000000,1,paid,220.69,.00,79.00
148,1136,2025-11-09 00:00:00.0000000,11,paid,941.39,.00,99.00
149,684,2025-12-24 00:00:00.0000000,4,paid,456.94,.00,79.00
150,419,2025-11-03 00:00:00.0000000,9,paid,418.26,.00,79.00
151,305,2025-11-09 00:00:00.0000000,5,paid,239.54,.00,.00
152,85,2025-08-30 00:00:00.0000000,7,paid,236.23,.00,49.00
153,252,2026-01-17 00:00:00.0000000,7,paid,175.72,.00,49.00
154,126,2025-09-02 00:00:00.0000000,12,cancelled,432.61,.00,129.00
155,610,2025-08-12 00:00:00.0000000,3,paid,376.32,.00,99.00
156,304,2025-11-26 00:00:00.0000000,11,paid,194.04,.00,79.00
157,1052,2025-11-02 00:00:00.0000000,8,paid,170.47,8.97,.00
158,848,2026-01-02 00:00:00.0000000,1,paid,586.12,.00,99.00
159,1076,2026-01-14 00:00:00.0000000,4,paid,101.46,.00,.00
160,655,2025-12-15 00:00:00.0000000,10,paid,211.97,37.41,.00
161,644,2025-12-27 00:00:00.0000000,4,paid,282.82,.00,99.00
162,858,2025-10-15 00:00:00.0000000,2,paid,235.06,.00,79.00
163,511,2025-08-29 00:00:00.0000000,6,paid,427.45,.00,79.00
164,207,2026-01-08 00:00:00.0000000,1,paid,278.40,.00,.00
165,574,2025-11-25 00:00:00.0000000,3,paid,341.14,46.26,79.00
166,875,2025-08-15 00:00:00.0000000,9,cancelled,433.66,.00,.00
167,511,2025-08-02 00:00:00.0000000,12,paid,430.15,.00,79.00
168,201,2026-01-27 00:00:00.0000000,10,paid,173.34,.00,99.00
169,823,2025-11-25 00:00:00.0000000,6,paid,258.59,9.45,79.00
170,1071,2026-01-19 00:00:00.0000000,2,paid,333.94,.00,79.00
171,1020,2026-01-29 00:00:00.0000000,12,paid,127.43,22.49,.00
172,137,2025-08-18 00:00:00.0000000,12,paid,387.71,.00,49.00
173,130,2025-08-03 00:00:00.0000000,9,paid,290.52,.00,49.00
174,1018,2025-12-13 00:00:00.0000000,2,paid,440.00,.00,129.00
175,432,2026-01-18 00:00:00.0000000,12,paid,547.94,60.88,.00
176,1093,2026-01-13 00:00:00.0000000,7,paid,264.61,.00,79.00
177,540,2026-01-12 00:00:00.0000000,1,paid,322.84,14.41,49.00
178,335,2026-01-08 00:00:00.0000000,5,paid,865.19,.00,99.00
179,526,2025-11-16 00:00:00.0000000,7,paid,62.50,.00,.00
180,558,2025-11-03 00:00:00.0000000,3,paid,271.81,.00,79.00
181,909,2025-11-30 00:00:00.0000000,4,paid,632.65,.00,99.00
182,1040,2025-08-11 00:00:00.0000000,5,paid,466.90,.00,79.00
183,510,2025-10-07 00:00:00.0000000,3,paid,770.75,.00,49.00
184,209,2025-12-01 00:00:00.0000000,6,paid,627.54,.00,129.00
185,1182,2025-11-21 00:00:00.0000000,3,paid,72.21,.00,.00
186,58,2025-11-06 00:00:00.0000000,8,paid,153.11,.00,99.00
187,816,2025-11-01 00:00:00.0000000,7,cancelled,291.28,.00,79.00
188,1038,2025-08-22 00:00:00.0000000,1,paid,215.58,8.77,49.00
189,377,2026-01-19 00:00:00.0000000,2,paid,162.49,9.28,79.00
190,243,2025-12-05 00:00:00.0000000,4,paid,251.26,.00,79.00
191,993,2025-12-12 00:00:00.0000000,5,cancelled,226.98,.00,49.00
192,1169,2026-01-17 00:00:00.0000000,11,paid,417.45,.00,79.00
193,891,2025-08-25 00:00:00.0000000,10,paid,187.26,15.36,49.00
194,415,2025-10-24 00:00:00.0000000,11,paid,132.02,.00,49.00
195,394,2025-09-24 00:00:00.0000000,4,paid,377.92,.00,.00
196,729,2025-12-22 00:00:00.0000000,4,cancelled,149.92,.00,99.00
197,358,2025-11-03 00:00:00.0000000,9,paid,799.52,88.84,.00
198,1182,2025-12-20 00:00:00.0000000,4,paid,401.51,33.61,99.00
199,674,2026-01-14 00:00:00.0000000,4,cancelled,176.18,.00,99.00
200,18,2026-01-03 00:00:00.0000000,4,cancelled,358.74,.00,.00
201,728,2026-01-26 00:00:00.0000000,2,paid,49.54,.00,.00
202,561,2025-11-27 00:00:00.0000000,8,paid,327.14,.00,49.00
203,1082,2026-01-24 00:00:00.0000000,4,paid,231.18,.00,99.00
204,155,2025-08-09 00:00:00.0000000,5,paid,585.47,.00,99.00
205,487,2026-01-20 00:00:00.0000000,8,paid,373.92,.00,.00
206,151,2025-12-28 00:00:00.0000000,4,paid,497.34,40.93,129.00
207,368,2026-01-07 00:00:00.0000000,5,paid,180.46,14.37,99.00
208,1071,2025-09-11 00:00:00.0000000,5,paid,483.87,.00,49.00
209,207,2025-09-22 00:00:00.0000000,6,paid,528.06,.00,49.00
210,450,2025-10-13 00:00:00.0000000,7,paid,408.51,.00,49.00
211,924,2025-09-08 00:00:00.0000000,3,paid,529.45,.00,99.00
212,697,2025-11-30 00:00:00.0000000,10,paid,121.81,13.54,.00
213,570,2025-08-15 00:00:00.0000000,11,paid,459.88,.00,79.00
214,143,2026-01-04 00:00:00.0000000,3,paid,146.61,.00,49.00
215,1121,2025-12-01 00:00:00.0000000,9,paid,164.58,.00,99.00
216,1071,2025-11-19 00:00:00.0000000,1,paid,371.37,.00,129.00
217,191,2025-12-09 00:00:00.0000000,10,paid,447.68,.00,.00
218,140,2025-10-22 00:00:00.0000000,12,paid,335.20,.00,99.00
219,615,2025-08-10 00:00:00.0000000,8,paid,221.68,13.63,99.00
220,925,2025-10-31 00:00:00.0000000,10,paid,151.62,.00,79.00
221,1073,2025-08-29 00:00:00.0000000,3,paid,245.01,.00,79.00
222,624,2025-09-04 00:00:00.0000000,5,paid,254.50,28.28,.00
223,87,2025-08-06 00:00:00.0000000,3,paid,285.48,.00,79.00
224,282,2025-12-18 00:00:00.0000000,10,paid,114.82,3.98,79.00
225,764,2025-11-19 00:00:00.0000000,1,paid,267.56,.00,129.00
226,1098,2025-09-07 00:00:00.0000000,10,paid,275.15,.00,.00
227,453,2025-10-16 00:00:00.0000000,5,paid,548.58,.00,49.00
228,47,2025-11-01 00:00:00.0000000,8,paid,236.84,.00,79.00
229,1120,2025-12-25 00:00:00.0000000,5,paid,430.50,53.21,129.00
230,938,2025-10-06 00:00:00.0000000,4,paid,162.20,9.24,79.00
231,31,2025-12-14 00:00:00.0000000,9,paid,362.46,.00,79.00
232,534,2025-08-08 00:00:00.0000000,1,paid,439.26,.00,99.00
233,17,2025-11-30 00:00:00.0000000,5,paid,579.46,.00,79.00
234,392,2025-10-23 00:00:00.0000000,1,paid,123.84,.00,.00
235,1007,2026-01-22 00:00:00.0000000,6,paid,606.41,.00,79.00
236,354,2025-12-10 00:00:00.0000000,10,paid,330.75,.00,99.00
237,305,2026-01-26 00:00:00.0000000,9,paid,201.92,.00,129.00
238,509,2025-10-24 00:00:00.0000000,11,paid,325.96,.00,.00
239,712,2025-09-14 00:00:00.0000000,2,paid,164.02,.00,79.00
240,685,2025-12-14 00:00:00.0000000,4,paid,363.03,.00,99.00
241,786,2025-10-26 00:00:00.0000000,8,cancelled,171.00,.00,79.00
242,857,2025-08-16 00:00:00.0000000,3,paid,120.67,2.19,79.00
243,177,2025-10-16 00:00:00.0000000,7,paid,512.79,.00,79.00
244,301,2025-08-09 00:00:00.0000000,12,paid,360.37,.00,129.00
245,445,2025-09-29 00:00:00.0000000,7,paid,282.30,.00,.00
246,1151,2025-10-17 00:00:00.0000000,2,paid,552.61,.00,99.00
247,21,2025-10-16 00:00:00.0000000,12,paid,258.69,.00,79.00
248,1016,2025-10-10 00:00:00.0000000,10,paid,198.10,11.01,99.00
249,711,2025-08-15 00:00:00.0000000,4,paid,273.42,.00,79.00
250,701,2025-10-10 00:00:00.0000000,1,paid,301.34,.00,99.00
251,152,2025-11-10 00:00:00.0000000,8,paid,255.18,.00,.00
252,1184,2026-01-16 00:00:00.0000000,10,paid,85.93,.00,.00
253,859,2025-08-22 00:00:00.0000000,10,paid,811.35,37.49,99.00
254,96,2025-12-30 00:00:00.0000000,9,paid,165.24,.00,129.00
255,1099,2025-11-21 00:00:00.0000000,1,paid,991.55,.00,99.00
256,878,2026-01-19 00:00:00.0000000,11,paid,151.07,8.01,79.00
257,640,2025-08-01 00:00:00.0000000,7,paid,237.67,.00,49.00
258,1157,2025-08-10 00:00:00.0000000,1,paid,935.39,.00,.00
259,400,2025-11-18 00:00:00.0000000,12,cancelled,289.68,26.74,49.00
260,1163,2026-01-31 00:00:00.0000000,1,paid,371.50,41.28,.00
261,246,2025-11-21 00:00:00.0000000,9,paid,108.75,.00,.00
262,112,2025-09-19 00:00:00.0000000,10,cancelled,893.96,.00,129.00
263,1194,2025-08-12 00:00:00.0000000,10,paid,182.66,.00,49.00
264,1162,2025-10-28 00:00:00.0000000,6,paid,166.53,4.61,79.00
265,794,2026-01-01 00:00:00.0000000,1,paid,126.26,6.65,.00
266,1027,2025-11-20 00:00:00.0000000,7,cancelled,37.00,1.95,.00
267,116,2025-10-17 00:00:00.0000000,3,paid,180.10,.00,79.00
268,1155,2026-01-16 00:00:00.0000000,10,paid,197.60,.00,.00
269,934,2026-01-11 00:00:00.0000000,4,paid,506.86,.00,129.00
270,292,2025-11-29 00:00:00.0000000,4,paid,248.34,.00,129.00
271,342,2025-08-23 00:00:00.0000000,8,paid,487.66,.00,49.00
272,1015,2026-01-18 00:00:00.0000000,1,paid,541.63,.00,.00
273,585,2025-12-12 00:00:00.0000000,8,paid,317.05,47.30,49.00
274,27,2026-01-18 00:00:00.0000000,9,paid,630.41,.00,49.00
275,455,2025-08-25 00:00:00.0000000,11,paid,367.28,.00,49.00
276,918,2025-08-18 00:00:00.0000000,7,paid,151.14,5.38,49.00
277,580,2025-12-19 00:00:00.0000000,1,paid,408.92,.00,79.00
278,14,2025-09-12 00:00:00.0000000,7,paid,284.70,8.20,129.00
279,98,2025-10-17 00:00:00.0000000,6,paid,177.70,.00,79.00
280,279,2025-08-28 00:00:00.0000000,5,paid,818.83,.00,129.00
281,490,2025-12-24 00:00:00.0000000,5,paid,452.81,.00,79.00
282,985,2025-09-28 00:00:00.0000000,1,paid,360.85,.00,49.00
283,961,2025-10-02 00:00:00.0000000,6,paid,258.82,.00,49.00
284,624,2025-10-31 00:00:00.0000000,4,paid,448.32,.00,99.00
285,207,2026-01-26 00:00:00.0000000,1,paid,463.00,.00,49.00
286,597,2025-09-25 00:00:00.0000000,12,paid,300.43,.00,99.00
287,695,2026-01-02 00:00:00.0000000,8,paid,126.27,.00,79.00
288,250,2026-01-07 00:00:00.0000000,8,paid,431.35,.00,.00
289,740,2025-11-19 00:00:00.0000000,12,paid,206.91,19.04,99.00
290,306,2025-12-15 00:00:00.0000000,11,paid,155.96,.00,79.00
291,1063,2025-10-07 00:00:00.0000000,4,paid,61.94,6.88,.00
292,998,2025-09-15 00:00:00.0000000,7,paid,694.56,.00,49.00
293,718,2025-10-06 00:00:00.0000000,3,paid,311.17,29.13,49.00
294,183,2026-01-01 00:00:00.0000000,8,paid,232.69,.00,79.00
295,645,2025-12-14 00:00:00.0000000,7,paid,381.46,20.08,.00
296,30,2025-08-06 00:00:00.0000000,5,paid,473.28,.00,79.00
297,767,2025-08-24 00:00:00.0000000,5,paid,220.02,11.58,.00
298,1167,2026-01-23 00:00:00.0000000,9,paid,217.02,.00,99.00
299,615,2025-11-02 00:00:00.0000000,6,paid,39.52,.00,.00
300,1005,2026-01-20 00:00:00.0000000,6,paid,275.60,.00,79.00
301,74,2025-08-13 00:00:00.0000000,2,paid,170.18,.00,.00
302,1079,2025-08-25 00:00:00.0000000,11,paid,430.64,.00,49.00
303,962,2025-12-26 00:00:00.0000000,5,cancelled,454.60,19.77,79.00
304,24,2025-11-26 00:00:00.0000000,12,paid,307.63,.00,49.00
305,1046,2025-10-21 00:00:00.0000000,4,paid,204.95,.00,.00
306,428,2025-11-19 00:00:00.0000000,10,paid,105.27,.00,.00
307,1056,2025-10-21 00:00:00.0000000,3,paid,335.68,.00,79.00
308,863,2025-10-05 00:00:00.0000000,9,paid,677.10,.00,49.00
309,339,2025-09-14 00:00:00.0000000,11,paid,241.47,.00,79.00
310,512,2025-11-22 00:00:00.0000000,12,paid,248.74,35.25,49.00
311,1094,2026-01-22 00:00:00.0000000,7,paid,193.24,.00,49.00
312,672,2025-10-02 00:00:00.0000000,4,paid,108.74,.00,49.00
313,1112,2025-10-15 00:00:00.0000000,9,paid,249.39,.00,79.00
314,877,2025-11-22 00:00:00.0000000,9,paid,355.56,.00,.00
315,571,2025-11-19 00:00:00.0000000,12,paid,293.98,11.32,79.00
316,764,2026-01-30 00:00:00.0000000,7,paid,135.49,4.55,49.00
317,713,2025-12-25 00:00:00.0000000,5,paid,251.55,.00,49.00
318,589,2025-09-04 00:00:00.0000000,9,paid,397.53,15.71,99.00
319,767,2025-09-22 00:00:00.0000000,7,paid,138.78,.00,.00
320,819,2025-08-26 00:00:00.0000000,9,paid,270.44,.00,.00
321,78,2025-08-14 00:00:00.0000000,11,paid,199.62,.00,79.00
322,10,2025-11-26 00:00:00.0000000,3,paid,115.56,.00,.00
323,636,2025-09-14 00:00:00.0000000,11,paid,459.52,.00,.00
324,1145,2026-01-19 00:00:00.0000000,9,paid,457.33,.00,99.00
325,592,2025-09-20 00:00:00.0000000,1,paid,154.66,.00,99.00
326,718,2026-01-18 00:00:00.0000000,5,paid,203.81,.00,129.00
327,565,2025-11-27 00:00:00.0000000,2,paid,611.02,.00,.00
328,410,2025-12-29 00:00:00.0000000,1,paid,264.20,.00,.00
329,358,2026-01-31 00:00:00.0000000,3,paid,370.32,.00,99.00
330,98,2025-08-19 00:00:00.0000000,7,paid,264.40,.00,99.00
331,1007,2025-10-21 00:00:00.0000000,3,paid,308.71,.00,99.00
332,241,2025-10-15 00:00:00.0000000,10,paid,185.93,7.21,49.00
333,557,2026-01-30 00:00:00.0000000,10,paid,89.11,.00,49.00
334,711,2025-10-31 00:00:00.0000000,11,paid,534.33,.00,.00
335,1138,2025-09-02 00:00:00.0000000,9,paid,300.93,.00,129.00
336,156,2025-12-25 00:00:00.0000000,3,paid,716.51,32.50,99.00
337,352,2025-08-28 00:00:00.0000000,11,paid,685.93,33.52,49.00
338,44,2025-12-01 00:00:00.0000000,6,paid,364.60,13.98,99.00
339,592,2026-01-27 00:00:00.0000000,2,paid,256.04,.00,129.00
340,138,2025-12-04 00:00:00.0000000,8,paid,395.82,.00,129.00
341,436,2026-01-24 00:00:00.0000000,10,paid,738.87,.00,49.00
342,754,2025-09-06 00:00:00.0000000,5,paid,676.55,.00,99.00
343,143,2026-01-01 00:00:00.0000000,2,paid,265.16,.00,99.00
344,1024,2025-11-07 00:00:00.0000000,7,paid,339.44,11.08,129.00
345,262,2025-11-06 00:00:00.0000000,3,paid,691.36,.00,99.00
346,512,2025-12-05 00:00:00.0000000,5,paid,511.47,.00,79.00
347,673,2026-01-15 00:00:00.0000000,11,paid,68.11,3.58,.00
348,62,2025-10-19 00:00:00.0000000,9,paid,560.09,.00,99.00
349,31,2025-09-07 00:00:00.0000000,1,paid,301.23,.00,99.00
350,949,2025-10-16 00:00:00.0000000,2,paid,235.25,.00,129.00
351,802,2025-12-04 00:00:00.0000000,5,paid,527.18,23.59,79.00
352,1193,2025-10-26 00:00:00.0000000,4,paid,297.40,.00,.00
353,266,2025-09-23 00:00:00.0000000,1,paid,160.44,.00,49.00
354,308,2025-12-28 00:00:00.0000000,7,paid,755.32,.00,49.00
355,459,2025-08-16 00:00:00.0000000,9,paid,220.80,11.62,.00
356,334,2025-08-28 00:00:00.0000000,1,cancelled,202.97,.00,.00
357,515,2026-01-10 00:00:00.0000000,8,paid,283.24,41.34,49.00
358,441,2026-01-20 00:00:00.0000000,9,paid,84.22,.00,.00
359,673,2025-09-15 00:00:00.0000000,2,paid,410.17,.00,.00
360,391,2025-10-11 00:00:00.0000000,1,paid,224.69,.00,.00
361,935,2026-01-30 00:00:00.0000000,6,paid,496.78,.00,79.00
362,560,2025-10-24 00:00:00.0000000,7,paid,160.72,.00,49.00
363,254,2025-08-26 00:00:00.0000000,2,paid,211.96,.00,99.00
364,1190,2025-10-24 00:00:00.0000000,5,paid,208.83,.00,.00
365,1028,2025-12-31 00:00:00.0000000,5,paid,445.12,.00,.00
366,119,2025-10-04 00:00:00.0000000,7,paid,476.55,47.50,49.00
367,996,2025-12-12 00:00:00.0000000,12,paid,492.01,.00,99.00
368,470,2025-12-29 00:00:00.0000000,11,paid,415.19,.00,99.00
369,785,2025-11-23 00:00:00.0000000,1,paid,335.38,.00,99.00
370,1094,2025-10-03 00:00:00.0000000,10,cancelled,121.54,.00,49.00
371,694,2025-10-26 00:00:00.0000000,8,paid,189.92,.00,129.00
372,865,2026-01-18 00:00:00.0000000,5,paid,399.29,.00,49.00
373,776,2025-11-15 00:00:00.0000000,12,paid,209.34,.00,99.00
374,181,2025-12-29 00:00:00.0000000,3,paid,114.95,.00,79.00
